Intervalle:600 sec;;;;;;;;
Tension:229.999 V;;;;;;;;
;;;;;;;;
;;;;;;;;
Date/Heure:2018/25/04;10:10:00.000 - 2018/02/05;09:20:00.000;;;;;;
;;;;;;;;
Date;Heure;'UL1_[V]';'UL2_[V]';'UL3_[V]';'IL1_[A]';'IL2_[A]';'IL3_[A]';'I_Neutral_[A]'
05.01.2018;13:30:00.000;235.765;233.779;236.027;2.748;2.389;2.502;0.874
05.01.2018;13:40:00.000;235.313;233.395;235.679;2.424;2.106;2.163;0.840
05.01.2018;13:50:00.000;237.638;235.154;237.850;2.266;2.034;2.074;0.938
05.01.2018;14:00:00.000;238.072;236.082;238.719;1.907;1.935;2.031;1.030
05.01.2018;14:10:00.000;238.180;236.561;238.748;1.828;1.681;1.890;0.914
05.01.2018;14:20:00.000;238.127;237.061;239.085;2.321;2.308;2.395;0.945
05.01.2018;14:30:00.000;237.978;237.118;239.368;2.602;2.580;2.676;0.945
05.01.2018;14:40:00.000;238.356;237.031;238.896;3.163;2.791;2.938;0.868
05.01.2018;14:50:00.000;236.840;235.882;237.368;3.153;2.776;2.916;0.850
05.01.2018;15:00:00.000;235.627;235.023;236.151;3.021;2.483;2.780;0.845
05.01.2018;15:10:00.000;235.754;235.190;235.800;2.747;2.296;2.500;0.825
05.01.2018;15:20:00.000;235.781;235.424;236.353;3.198;2.765;2.960;0.894
05.01.2018;15:30:00.000;235.977;235.464;236.613;3.526;3.137;3.299;0.835
05.01.2018;15:40:00.000;236.265;235.389;236.891;4.306;3.849;4.084;0.813
05.01.2018;15:50:00.000;236.333;235.089;236.714;4.064;3.500;3.837;0.878
05.01.2018;16:00:00.000;236.860;235.748;237.404;3.588;3.195;3.613;1.002
05.01.2018;16:10:00.000;236.266;235.590;237.111;2.818;2.774;2.952;1.048
05.01.2018;16:20:00.000;236.463;236.032;237.514;2.074;2.119;2.150;0.999
05.01.2018;16:30:00.000;237.156;236.117;237.779;2.381;2.424;2.454;0.982
05.01.2018;16:40:00.000;238.171;237.061;238.526;3.457;3.283;3.283;0.910
05.01.2018;16:50:00.000;238.344;237.074;238.495;2.953;2.414;2.597;0.907
05.01.2018;17:00:00.000;237.756;237.056;238.170;2.048;1.675;1.732;0.810
05.01.2018;17:10:00.000;237.287;236.591;237.903;2.247;1.966;1.913;0.855
05.01.2018;17:20:00.000;236.074;235.245;236.507;1.958;1.883;1.824;0.992
05.01.2018;17:30:00.000;236.589;235.312;236.769;1.622;1.976;1.918;1.176
05.01.2018;17:40:00.000;236.516;235.208;236.577;1.863;1.867;1.867;1.086
05.01.2018;17:50:00.000;235.959;234.979;236.142;1.808;1.405;1.452;0.762
05.01.2018;18:00:00.000;235.852;234.957;235.782;1.462;1.428;1.308;1.891
05.01.2018;18:10:00.000;235.133;234.987;235.919;1.502;1.434;1.342;2.920
05.01.2018;18:20:00.000;234.612;234.581;235.660;1.765;1.336;1.158;3.013
05.01.2018;18:30:00.000;234.483;234.698;235.628;2.172;1.199;0.948;3.185
05.01.2018;18:40:00.000;234.083;234.696;235.408;2.247;1.102;0.855;3.043
05.01.2018;18:50:00.000;234.091;234.801;235.455;1.888;1.095;0.836;2.659
05.01.2018;19:00:00.000;234.664;234.092;235.867;1.842;1.109;0.834;2.639
05.01.2018;19:10:00.000;234.282;234.444;235.576;1.944;1.080;0.788;2.645
05.01.2018;19:20:00.000;234.220;234.083;235.743;2.035;1.328;0.741;2.749
05.01.2018;19:30:00.000;234.495;234.206;235.713;2.120;1.603;0.727;2.877
05.01.2018;19:40:00.000;235.062;234.598;235.771;2.247;1.669;0.692;2.863
05.01.2018;19:50:00.000;234.854;234.735;235.341;2.198;1.577;0.839;2.641
05.01.2018;20:00:00.000;234.936;234.900;236.021;2.274;1.597;0.893;2.579
05.01.2018;20:10:00.000;235.700;235.519;236.541;2.613;1.603;0.870;2.887
05.01.2018;20:20:00.000;235.877;235.553;236.577;2.616;1.604;0.871;2.856
05.01.2018;20:30:00.000;235.769;235.559;236.859;2.624;1.737;0.883;2.832
05.01.2018;20:40:00.000;235.983;235.618;236.811;2.620;1.695;0.876;2.811
05.01.2018;20:50:00.000;235.479;235.450;237.078;2.493;1.550;0.794;2.701
05.01.2018;21:00:00.000;235.212;234.735;236.627;2.336;1.557;0.790;2.560
05.01.2018;21:10:00.000;234.959;234.595;236.048;2.336;1.401;0.789;2.489
05.01.2018;21:20:00.000;235.422;234.783;236.350;2.326;1.366;0.788;2.462
05.01.2018;21:30:00.000;235.926;234.960;236.538;2.322;1.428;0.788;2.433
05.01.2018;21:40:00.000;236.436;235.285;236.824;2.317;1.355;0.796;2.456
05.01.2018;21:50:00.000;236.916;235.761;237.422;2.313;1.315;0.789;2.468
05.01.2018;22:00:00.000;237.444;236.256;238.023;2.323;1.316;0.799;2.471
05.01.2018;22:10:00.000;237.287;236.236;238.025;2.454;1.327;0.631;2.798
05.01.2018;22:20:00.000;236.833;235.930;237.588;2.693;1.434;0.549;3.070
05.01.2018;22:30:00.000;236.666;235.748;237.395;2.670;1.445;0.548;3.042
05.01.2018;22:40:00.000;236.157;235.543;236.840;2.680;1.365;0.547;3.057
05.01.2018;22:50:00.000;236.277;235.701;237.247;2.686;1.339;0.546;3.061
05.01.2018;23:00:00.000;237.503;236.253;237.762;2.400;1.332;0.544;2.812
05.01.2018;23:10:00.000;237.038;235.913;237.391;2.349;1.381;0.543;2.755
05.01.2018;23:20:00.000;238.118;236.478;237.969;1.280;1.422;0.532;1.527
05.01.2018;23:30:00.000;236.401;234.196;236.065;0.918;1.338;0.529;1.115
05.01.2018;23:40:00.000;235.794;233.953;235.208;0.915;1.309;0.528;1.100
05.01.2018;23:50:00.000;236.025;234.552;235.404;0.916;1.305;0.527;1.094
05.02.2018;00:00:00.000;236.549;235.198;235.570;0.917;1.299;0.529;1.086
05.02.2018;00:10:00.000;237.598;236.704;236.728;0.963;1.400;0.543;1.206
05.02.2018;00:20:00.000;237.668;236.781;236.779;0.905;0.968;0.539;0.832
05.02.2018;00:30:00.000;238.207;237.273;237.422;0.883;0.781;0.542;0.727
05.02.2018;00:40:00.000;238.080;237.008;237.616;0.878;0.782;0.544;0.718
05.02.2018;00:50:00.000;235.953;235.000;235.459;0.872;0.776;0.541;0.715
05.02.2018;01:00:00.000;235.952;234.852;235.265;0.905;0.813;0.539;0.642
05.02.2018;01:10:00.000;235.685;234.616;235.140;0.910;0.804;0.535;0.505
05.02.2018;01:20:00.000;235.636;234.555;235.220;0.908;0.779;0.536;0.583
05.02.2018;01:30:00.000;235.667;234.722;235.296;0.907;0.770;0.538;0.603
05.02.2018;01:40:00.000;235.688;234.681;235.175;0.908;0.770;0.537;0.603
05.02.2018;01:50:00.000;235.656;234.879;235.294;0.908;0.771;0.538;0.600
05.02.2018;02:00:00.000;235.698;234.570;235.128;0.910;0.823;0.536;0.569
05.02.2018;02:10:00.000;235.659;234.503;235.096;0.908;0.787;0.535;0.537
05.02.2018;02:20:00.000;235.775;234.722;235.256;0.942;0.775;0.540;0.837
05.02.2018;02:30:00.000;235.627;234.810;235.250;0.882;0.773;0.540;0.752
05.02.2018;02:40:00.000;235.759;234.856;235.291;0.874;0.773;0.540;0.720
05.02.2018;02:50:00.000;235.605;234.764;235.342;0.872;0.815;0.539;0.707
05.02.2018;03:00:00.000;235.388;234.849;235.291;0.900;0.798;0.536;0.523
05.02.2018;03:10:00.000;236.994;236.291;236.684;0.913;0.775;0.539;0.571
05.02.2018;03:20:00.000;237.913;237.201;237.456;0.916;0.773;0.541;0.594
05.02.2018;03:30:00.000;238.051;237.179;237.539;0.917;0.773;0.541;0.597
05.02.2018;03:40:00.000;237.890;236.970;237.388;0.916;0.773;0.542;0.597
05.02.2018;03:50:00.000;237.860;236.938;237.494;1.153;0.930;0.539;0.809
05.02.2018;04:00:00.000;237.314;236.906;237.390;3.395;0.908;0.554;3.246
05.02.2018;04:10:00.000;236.106;236.795;237.099;7.149;0.889;0.581;7.278
05.02.2018;04:20:00.000;236.200;236.650;236.862;6.279;0.871;0.576;6.397
05.02.2018;04:30:00.000;236.104;236.415;236.576;5.656;0.862;0.572;5.761
05.02.2018;04:40:00.000;235.943;235.892;236.198;4.796;0.889;0.567;4.815
05.02.2018;04:50:00.000;236.403;235.651;236.189;3.108;0.927;0.549;3.000
05.02.2018;05:00:00.000;236.405;235.778;236.088;2.139;0.862;0.543;1.959
05.02.2018;05:10:00.000;236.932;236.035;236.524;2.363;0.854;0.543;2.193
05.02.2018;05:20:00.000;236.568;235.811;236.263;2.440;0.850;0.541;2.292
05.02.2018;05:30:00.000;236.076;235.699;235.998;3.360;0.866;0.551;3.309
05.02.2018;05:40:00.000;235.888;235.441;235.783;2.800;0.934;0.545;2.563
05.02.2018;05:50:00.000;235.863;234.854;235.599;2.201;0.888;0.541;1.851
05.02.2018;06:00:00.000;235.425;234.485;235.257;2.174;0.845;0.543;1.953
05.02.2018;06:10:00.000;234.959;234.323;234.985;2.113;0.847;0.576;1.902
05.02.2018;06:20:00.000;235.024;234.053;234.972;2.266;0.845;0.579;2.122
05.02.2018;06:30:00.000;234.369;234.782;235.380;6.787;0.992;0.653;6.853
05.02.2018;06:40:00.000;234.111;234.731;235.268;7.481;1.082;0.712;7.537
05.02.2018;06:50:00.000;236.501;237.097;237.420;6.125;1.111;0.662;6.182
05.02.2018;07:00:00.000;235.481;236.333;236.676;7.533;1.113;0.676;7.679
05.02.2018;07:10:00.000;234.795;235.153;235.756;5.710;1.169;0.668;5.619
05.02.2018;07:20:00.000;234.309;234.754;235.205;5.697;1.104;0.671;5.761
05.02.2018;07:30:00.000;234.853;234.735;235.212;3.874;1.091;0.684;3.877
05.02.2018;07:40:00.000;234.920;234.589;235.157;1.155;1.067;0.710;0.739
05.02.2018;07:50:00.000;234.694;234.540;235.257;1.867;1.117;0.743;1.601
05.02.2018;08:00:00.000;234.435;233.923;234.805;2.354;1.182;0.818;2.231
05.02.2018;08:10:00.000;235.980;235.412;236.581;2.121;1.227;0.874;1.893
05.02.2018;08:20:00.000;236.096;235.586;236.564;1.707;1.308;0.995;1.569
05.02.2018;08:30:00.000;235.940;235.444;236.622;1.130;1.282;1.090;1.678
05.02.2018;08:40:00.000;235.957;235.380;236.611;1.261;1.568;1.277;2.115
05.02.2018;08:50:00.000;236.213;235.301;236.789;1.536;1.754;1.232;2.939
05.02.2018;09:00:00.000;236.202;235.240;236.723;1.244;1.798;1.154;2.968
05.02.2018;09:10:00.000;236.352;235.212;236.697;1.353;1.790;1.253;2.670
05.02.2018;09:20:00.000;236.061;234.761;236.747;1.529;1.978;1.274;2.812
