Intervalle:600 sec;;;;;;;;
Tension:229.999 V;;;;;;;;
;;;;;;;;
;;;;;;;;
Date/Heure:2018/07/05;10:20:00.000 - 2018/14/05;;14:10:00.000;;;;;
;;;;;;;;
Date;Heure;'UL1_[V]';'UL2_[V]';'UL3_[V]';'IL1_[A]';'IL2_[A]';'IL3_[A]';'I_Neutral_[A]'
05.09.2018;15:50:00.000;234.478;234.047;235.262;0.614;0.421;0.649;0.384
05.09.2018;16:00:00.000;234.446;234.300;235.450;0.632;0.371;0.652;0.460
05.09.2018;16:10:00.000;234.961;235.206;235.450;0.670;0.488;0.737;0.597
05.09.2018;16:20:00.000;235.039;235.611;236.023;0.709;0.375;0.773;0.734
05.09.2018;16:30:00.000;234.340;235.508;236.363;0.961;0.381;0.791;0.984
05.09.2018;16:40:00.000;234.752;235.484;236.011;0.625;0.373;0.765;0.637
05.09.2018;16:50:00.000;235.271;235.685;236.643;0.626;5.837;0.766;5.338
05.09.2018;17:00:00.000;235.801;235.516;236.719;0.619;5.066;0.723;4.630
05.09.2018;17:10:00.000;233.619;234.108;234.741;0.607;0.519;0.664;0.478
05.09.2018;17:20:00.000;233.156;234.062;234.393;0.607;0.553;0.663;0.502
05.09.2018;17:30:00.000;233.472;233.822;234.456;0.608;0.698;0.665;0.640
05.09.2018;17:40:00.000;233.199;234.386;234.754;0.607;0.398;0.665;0.434
05.09.2018;17:50:00.000;232.882;234.600;234.351;0.605;0.397;0.659;0.431
05.09.2018;18:00:00.000;232.279;234.268;235.235;0.640;0.383;0.662;0.463
05.09.2018;18:10:00.000;232.237;234.029;235.072;2.615;0.374;0.685;2.744
05.09.2018;18:20:00.000;233.044;233.617;235.266;1.486;0.365;0.671;1.499
05.09.2018;18:30:00.000;232.713;233.374;235.062;0.725;0.373;0.744;0.709
05.09.2018;18:40:00.000;231.724;233.310;235.215;3.444;0.367;3.246;1.306
05.09.2018;18:50:00.000;232.641;233.233;234.505;4.903;0.352;5.225;1.286
05.09.2018;19:00:00.000;232.922;233.775;234.409;2.576;0.361;3.022;0.775
05.09.2018;19:10:00.000;232.208;233.277;233.946;2.382;0.361;2.815;0.752
05.09.2018;19:20:00.000;232.102;233.164;234.562;2.470;0.412;2.777;0.790
05.09.2018;19:30:00.000;232.679;233.604;234.657;2.637;0.397;2.776;0.951
05.09.2018;19:40:00.000;232.683;234.044;234.955;2.309;0.612;2.728;0.596
05.09.2018;19:50:00.000;232.068;234.483;234.959;2.210;0.417;2.618;0.691
05.09.2018;20:00:00.000;233.030;234.698;234.613;2.497;0.367;2.938;0.718
05.09.2018;20:10:00.000;234.132;234.647;234.703;1.579;0.362;1.878;0.716
05.09.2018;20:20:00.000;233.675;234.756;235.073;0.680;0.364;0.682;0.570
05.09.2018;20:30:00.000;234.198;235.143;235.499;0.680;0.366;0.671;0.544
05.09.2018;20:40:00.000;234.710;234.984;235.175;0.682;0.366;0.669;0.543
05.09.2018;20:50:00.000;235.294;235.225;234.891;0.682;0.365;0.665;0.539
05.09.2018;21:00:00.000;234.528;235.232;235.038;0.680;0.437;0.658;0.482
05.09.2018;21:10:00.000;235.216;235.391;235.324;0.676;0.576;0.651;0.444
05.09.2018;21:20:00.000;234.500;234.795;235.086;0.636;0.657;0.650;0.365
05.09.2018;21:30:00.000;235.738;235.147;234.786;0.646;0.612;0.763;0.603
05.09.2018;21:40:00.000;235.876;235.472;235.079;0.722;0.369;0.759;0.762
05.09.2018;21:50:00.000;236.160;235.795;235.748;0.636;0.371;0.752;0.654
05.09.2018;22:00:00.000;235.322;235.168;235.596;0.652;0.370;0.747;0.663
05.09.2018;22:10:00.000;235.350;234.824;235.391;0.648;0.409;0.684;0.541
05.09.2018;22:20:00.000;236.368;235.091;236.267;0.676;0.677;0.654;0.493
05.09.2018;22:30:00.000;236.404;235.291;236.483;0.613;0.464;0.653;0.424
05.09.2018;22:40:00.000;236.248;235.731;236.463;0.612;0.365;0.654;0.432
05.09.2018;22:50:00.000;234.931;234.336;234.897;0.595;0.358;0.652;0.514
05.09.2018;23:00:00.000;234.839;233.895;234.410;0.598;0.358;0.646;0.497
05.09.2018;23:10:00.000;235.701;234.750;235.120;0.611;0.358;0.645;0.428
05.09.2018;23:20:00.000;236.561;235.690;236.480;0.614;0.358;0.649;0.428
05.09.2018;23:30:00.000;236.756;236.043;236.990;0.620;0.359;0.711;0.539
05.09.2018;23:40:00.000;236.293;235.556;237.019;0.621;0.358;0.758;0.645
05.09.2018;23:50:00.000;236.797;235.835;237.076;0.622;0.359;0.754;0.636
05.10.2018;00:00:00.000;234.480;233.759;234.720;0.612;0.358;0.746;0.621
05.10.2018;00:10:00.000;235.178;234.995;235.674;0.612;0.357;0.745;0.615
05.10.2018;00:20:00.000;235.603;235.558;236.175;0.615;0.359;0.668;0.464
05.10.2018;00:30:00.000;235.879;235.665;236.392;0.615;0.359;0.655;0.434
05.10.2018;00:40:00.000;236.243;236.005;236.229;0.615;0.359;0.655;0.434
05.10.2018;00:50:00.000;236.559;236.173;236.083;0.616;0.360;0.654;0.434
05.10.2018;01:00:00.000;236.853;236.267;236.443;0.617;0.358;0.653;0.432
05.10.2018;01:10:00.000;236.945;236.607;237.035;0.618;0.360;0.652;0.424
05.10.2018;01:20:00.000;234.649;234.395;235.055;0.615;0.358;0.646;0.424
05.10.2018;01:30:00.000;234.658;234.167;235.203;0.613;0.357;0.647;0.424
05.10.2018;01:40:00.000;234.992;234.368;234.971;0.612;0.358;0.716;0.548
05.10.2018;01:50:00.000;236.786;236.219;236.656;0.617;0.359;0.759;0.639
05.10.2018;02:00:00.000;236.490;235.932;236.295;0.621;0.359;0.755;0.637
05.10.2018;02:10:00.000;235.116;234.573;234.808;0.617;0.358;0.749;0.628
05.10.2018;02:20:00.000;237.219;236.432;236.609;0.618;0.360;0.749;0.620
05.10.2018;02:30:00.000;237.250;236.527;236.765;0.617;0.359;0.671;0.468
05.10.2018;02:40:00.000;236.917;236.559;236.846;0.617;0.359;0.655;0.435
05.10.2018;02:50:00.000;235.204;234.997;235.262;0.615;0.358;0.652;0.433
05.10.2018;03:00:00.000;234.841;234.492;234.645;0.615;0.358;0.652;0.433
05.10.2018;03:10:00.000;234.945;234.316;234.475;0.614;0.359;0.650;0.430
05.10.2018;03:20:00.000;234.915;234.394;234.661;0.615;0.358;0.647;0.424
05.10.2018;03:30:00.000;235.108;234.406;234.786;0.615;0.358;0.647;0.425
05.10.2018;03:40:00.000;235.216;234.448;234.978;0.615;0.357;0.647;0.425
05.10.2018;03:50:00.000;235.184;234.605;235.177;0.614;0.358;0.728;0.571
05.10.2018;04:00:00.000;235.142;234.637;234.972;0.614;0.359;0.757;0.643
05.10.2018;04:10:00.000;235.431;234.904;235.198;0.614;0.358;0.753;0.633
05.10.2018;04:20:00.000;235.345;234.779;235.189;0.616;0.357;0.748;0.628
05.10.2018;04:30:00.000;235.267;234.992;235.159;0.616;0.357;0.747;0.623
05.10.2018;04:40:00.000;235.293;234.936;234.918;0.617;0.358;0.659;0.451
05.10.2018;04:50:00.000;235.193;234.901;235.045;0.615;0.358;0.652;0.434
05.10.2018;05:00:00.000;235.091;234.850;235.058;0.615;0.358;0.652;0.433
05.10.2018;05:10:00.000;234.900;234.588;234.891;0.616;0.357;0.653;0.433
05.10.2018;05:20:00.000;234.768;234.265;234.691;0.615;0.359;0.650;0.429
05.10.2018;05:30:00.000;234.721;234.220;234.560;0.615;0.360;0.648;0.425
05.10.2018;05:40:00.000;234.674;234.139;234.420;0.615;0.360;0.647;0.423
05.10.2018;05:50:00.000;234.636;234.087;234.495;0.615;0.358;0.647;0.424
05.10.2018;06:00:00.000;234.454;234.278;234.605;0.616;0.357;0.753;0.621
05.10.2018;06:10:00.000;234.692;234.407;234.374;0.615;0.358;0.758;0.647
05.10.2018;06:20:00.000;234.503;234.392;234.210;0.615;0.357;0.754;0.637
05.10.2018;06:30:00.000;234.805;234.054;233.917;0.616;0.359;0.751;0.633
05.10.2018;06:40:00.000;235.109;234.008;234.095;0.617;0.358;0.734;0.603
05.10.2018;06:50:00.000;235.020;234.099;234.203;0.617;0.358;0.652;0.438
05.10.2018;07:00:00.000;235.004;234.331;234.339;0.615;0.360;0.653;0.438
05.10.2018;07:10:00.000;235.361;234.719;234.390;0.615;0.360;0.652;0.437
05.10.2018;07:20:00.000;234.967;234.642;234.308;0.613;0.358;0.652;0.435
05.10.2018;07:30:00.000;234.718;234.857;234.154;0.612;0.358;0.648;0.427
05.10.2018;07:40:00.000;234.771;234.483;233.799;0.611;0.359;0.648;0.425
05.10.2018;07:50:00.000;235.021;234.439;233.697;0.612;0.358;0.648;0.426
05.10.2018;08:00:00.000;234.883;234.273;233.527;0.611;0.359;0.648;0.427
05.10.2018;08:10:00.000;234.457;233.745;233.456;0.607;0.357;0.780;0.670
05.10.2018;08:20:00.000;235.329;235.523;235.348;0.610;0.409;0.760;0.617
05.10.2018;08:30:00.000;235.815;235.669;236.216;0.613;0.516;0.756;0.539
05.10.2018;08:40:00.000;235.774;235.439;235.653;0.618;0.371;0.753;0.626
05.10.2018;08:50:00.000;235.759;235.295;235.635;0.615;0.359;0.726;0.581
05.10.2018;09:00:00.000;235.498;235.203;235.576;0.613;0.362;0.657;0.433
05.10.2018;09:10:00.000;235.118;234.395;235.675;0.732;0.360;0.656;0.601
